Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,2,7,0.22555205803020273,0.8696,6.974137931034483,1.013746349389064,0.013182683889329763,0.002470427414819782,0.13126261161120997,0.05016596824007401,nan,nan,nan,nan,nan,nan,15.084563437147422,
distributed,0,2,10,0.22442965174979465,0.8689,9.957118353344768,1.5285250697613333,0.01284486044737531,0.0021254606777773707,0.13018095272868463,0.05551273345998105,nan,nan,nan,nan,nan,nan,15.294420076108631,
distributed,0,2,20,0.22388119537454404,0.8734,19.948787061994608,4.190876412148972,0.01233683063574934,0.002204332297266283,0.14237512390423396,0.05856409273284313,nan,nan,nan,nan,nan,nan,14.805292251818996,
distributed,0,2,30,0.22359396378383814,0.875,29.93348623853211,7.124432905485592,0.012730448547817349,0.0016992289073618598,0.13335481769403415,0.062043592912836815,nan,nan,nan,nan,nan,nan,15.449815590396904,
distributed,0,2,50,0.22308483263959372,0.8737,49.89705882352941,14.38363267359428,0.013473694984270519,0.0015849389974926852,0.12891841789751013,0.05606488752079145,nan,nan,nan,nan,nan,nan,15.155875430559943,
distributed,0,2,70,0.22337335740658398,0.8722,69.85947046843177,22.819605057932094,0.013730975638060024,0.002240558011080779,0.13633087904109564,0.050023852647431,nan,nan,nan,nan,nan,nan,14.928639086068372,
distributed,0,2,100,0.22294240187702755,0.874,99.80239520958084,36.89512162874653,0.014456307827547593,0.0031128131248812883,0.1309452364301054,0.07414402093180571,nan,nan,nan,nan,nan,nan,14.936414739864512,
distributed,0,3,-1,0.2367455067204504,0.8562,4.16969696969697,1.3581032524975576,0.013793737871079912,0.003384207422813276,0.11670233215760809,0.055446674798335704,25.784527857909197,3.358749264815512,2.7267704730348346,0.413312668069635,1.7619244224930168,0.4073720330639179,15.02429368521479,
distributed,0,3,1,0.24608188501451156,0.8453,1.0,0.0,0.013434828780149035,0.006648719569882252,0.13140708814419547,0.04970830432033837,nan,nan,nan,nan,nan,nan,15.063559360131826,
distributed,0,3,2,0.23700050786233917,0.8531,1.9894736842105263,0.1428261375083551,0.012576569522046646,0.004708834598593178,0.13251311628424114,0.05514446065590478,nan,nan,nan,nan,nan,nan,15.111752324868046,
distributed,0,3,3,0.2357025124494713,0.8545,2.9846153846153847,0.29806538746827277,0.012274911421641256,0.003630935329105933,0.13105786455434112,0.05454324489312113,nan,nan,nan,nan,nan,nan,14.73806641091518,
distributed,0,3,5,0.23767379452351137,0.8556,4.979057591623037,0.6322475900481002,0.01320727574450735,0.003405593058478545,0.12726429198974437,0.05123596414311755,nan,nan,nan,nan,nan,nan,15.040547871040165,
distributed,0,3,7,0.24102302825640676,0.8507,6.96078431372549,0.8682411684924769,0.013035374895204031,0.0029826698897980936,0.13385422319954365,0.054453413597554054,nan,nan,nan,nan,nan,nan,15.017298063904247,
distributed,0,3,10,0.2475127779507848,0.8449,9.96551724137931,1.699673171197595,0.013559784484987632,0.002210590969605802,0.14976049141552567,0.05822547202508739,nan,nan,nan,nan,nan,nan,15.086071095411386,
distributed,0,3,20,0.26549750028377445,0.824,19.9501312335958,4.14095399636364,0.013250018128036233,0.0019420879164425192,0.13291478592280953,0.04875203998434662,nan,nan,nan,nan,nan,nan,15.322722390049028,
distributed,0,3,30,0.27644386999422377,0.8145,29.704463208685162,5.65391070870609,0.012724875185951801,0.0019377945678184726,0.1407359344884585,0.05166978451619003,nan,nan,nan,nan,nan,nan,14.874401155622072,
distributed,0,3,50,0.2932746332943084,0.7995,49.40981856990395,10.951141493013411,0.01236079070757783,0.002968082238973658,0.13480073468411788,0.05085415107941887,nan,nan,nan,nan,nan,nan,14.884051596751085,
distributed,0,3,70,0.3039812718049673,0.789,69.16322314049587,17.28531811168722,0.013332986673377071,0.0012286271787773138,0.14803028950128228,0.05903505934209525,nan,nan,nan,nan,nan,nan,14.918045346075186,
distributed,0,3,100,0.31100032410647493,0.7827,97.53561253561253,29.303370113350443,0.014346084853758233,0.0047855305153563215,0.12143692620511261,0.0428012479157872,nan,nan,nan,nan,nan,nan,15.051989683711355,
distributed,1,0,-1,0.22324548623821436,0.8724,28.51578947368421,11.737026261669863,0.012269125638401351,0.0034244979047141225,0.15422832352934293,0.04928158680981988,7.7401760648156275,2.965635344667762,0.532340192485962,0.09350770887213061,0.19444616144469207,0.1379136048921712,14.999786203733445,
distributed,1,0,1,0.24706436799546777,0.8428,1.0,0.0,0.01229195122575632,0.007034806542139714,0.13812557962058575,0.0509270209312958,nan,nan,nan,nan,nan,nan,15.041753084634205,
distributed,1,0,2,0.23354452595826977,0.8571,1.9898989898989898,0.13999999999999999,0.013113821400409918,0.005267232975366111,0.12291991789919006,0.053100548096065216,nan,nan,nan,nan,nan,nan,14.896551684318133,
distributed,1,0,3,0.22988528617726725,0.8606,2.9846153846153847,0.29806538746827277,0.013444999190274597,0.0043425584165680065,0.13104765733854934,0.04974639978432157,nan,nan,nan,nan,nan,nan,14.986046869559528,
distributed,1,0,5,0.22720249995988223,0.8648,4.977591036414566,0.6529520705650951,0.013508171445265414,0.003033578892537736,0.14066038101945832,0.05608043704772507,nan,nan,nan,nan,nan,nan,15.043422433163023,
distributed,1,0,7,0.2256140112986142,0.8669,6.972911963882619,1.0361512763373992,0.013154210258602805,0.0027161527582886796,0.14224196709587034,0.05662547688245467,nan,nan,nan,nan,nan,nan,15.141684664286355,
distributed,1,0,10,0.22420341375403338,0.8711,9.968531468531468,1.6287068520047763,0.01340161506836483,0.0022566569395649706,0.12529568128047516,0.05633125847029851,nan,nan,nan,nan,nan,nan,15.071231561894434,
distributed,1,0,20,0.22319493786518094,0.8732,19.875661375661377,3.0852451559939005,0.013124737035892191,0.001493970897904974,0.12659558384213446,0.05352237143714076,nan,nan,nan,nan,nan,nan,14.919896530614258,
distributed,1,0,30,0.22299640139204657,0.8731,29.93095238095238,5.288130877799567,0.013782657946497993,0.0021494685376840157,0.12955981117079612,0.06424098390706894,nan,nan,nan,nan,nan,nan,15.069739074846298,
distributed,1,0,50,0.222790164189114,0.8737,49.47587719298246,13.294359706281458,0.013395770915223263,0.001767199577496178,0.1415707457920735,0.053974558615618506,nan,nan,nan,nan,nan,nan,14.944899641079905,
distributed,1,0,70,0.22283447947973223,0.873,69.85947046843177,22.819605057932094,0.012531949773819209,0.0025833817422418136,0.12930904765027287,0.05267872518925489,nan,nan,nan,nan,nan,nan,14.88303044365388,
distributed,1,0,100,0.22280033025050897,0.8739,97.5426944971537,29.202834717807033,0.011799507872168684,0.0035861079712188604,0.12448824564249815,0.03895553323255139,nan,nan,nan,nan,nan,nan,15.050673765235045,
distributed,1,1,-1,0.22721946835449974,0.8643,8.702290076335878,2.6255084689308683,0.012798149694480343,0.0031350426307381906,0.12484848836776129,0.05067358476130249,12.401805277086249,3.067318690190331,1.3372503459987584,0.160950694703412,0.9064401839727925,0.17708972787557425,15.25850448736733,
distributed,1,1,1,0.24614396658420495,0.8449,1.0,0.0,0.01456408395158104,0.006315025433774845,0.12868594336116093,0.05329435731105386,nan,nan,nan,nan,nan,nan,15.041252867837896,
distributed,1,1,2,0.23406872832501088,0.8561,1.9896907216494846,0.14139190265868384,0.013095450007808212,0.004727245176823349,0.1283179956847962,0.05667911710447261,nan,nan,nan,nan,nan,nan,15.127914123254028,
distributed,1,1,3,0.23120324016575253,0.8582,2.9840637450199203,0.30315526415823824,0.01316567113794015,0.004410891250169771,0.1373635458146464,0.046097048570767615,nan,nan,nan,nan,nan,nan,15.017886098520911,
distributed,1,1,5,0.2280711508377083,0.8628,4.979328165374677,0.6283379061261193,0.013358110348064943,0.0028661719127979855,0.12759133585362337,0.0579309820178735,nan,nan,nan,nan,nan,nan,15.220096732042249,
distributed,1,1,7,0.2277373149510117,0.8632,6.974137931034483,1.013746349389064,0.013027805123131652,0.002884873781205717,0.1320707985511014,0.046609141726981516,nan,nan,nan,nan,nan,nan,15.01359391323592,
distributed,1,1,10,0.22767629145669321,0.8641,9.96797153024911,1.6421904689366424,0.01300843804052047,0.002545894098756914,0.13255977474343394,0.0593183304467003,nan,nan,nan,nan,nan,nan,15.075946528338715,
distributed,1,1,20,0.22940747712719295,0.8633,19.948787061994608,4.190876412148972,0.013444053458155672,0.0017336842778882722,0.1350219061267537,0.047064907297942465,nan,nan,nan,nan,nan,nan,15.10948603203094,
distributed,1,1,30,0.2316110727141241,0.8616,29.70478413068845,5.701948984533466,0.013309783835014667,0.0013295720013992917,0.11827752591240424,0.05405378575846456,nan,nan,nan,nan,nan,nan,14.844681646261284,
distributed,1,1,50,0.23511949422229178,0.8587,49.89705882352941,14.38363267359428,0.012674214351882294,0.002107274782730511,0.12792725152015474,0.05137614417459334,nan,nan,nan,nan,nan,nan,15.186432853600396,
distributed,1,1,70,0.23772261509861153,0.856,68.87836490528414,19.69999603426356,0.012582430636260689,0.0019385062645893853,0.12525070431287483,0.04798109703418436,nan,nan,nan,nan,nan,nan,15.01581698252064,
distributed,1,1,100,0.2448507142622581,0.8495,98.86948529411765,27.27127100489125,0.012617894809275628,0.000551818955624878,0.13868076445760566,0.048839073580525194,nan,nan,nan,nan,nan,nan,15.306887037936367,
distributed,1,2,-1,0.2231648775753506,0.8737,97.73099415204679,44.79107053866876,0.01378511813780266,0.002475399005390813,0.11982045554436896,0.04154677479336292,1e-05,0.0,5.2598455558064463e-17,2.596778101669675e-17,0.0,0.0,15.152186132839883,
distributed,1,2,1,0.2475028836646657,0.8426,1.0,0.0,0.012714346772847364,0.0061485170576432375,0.128263187993468,0.057390407027908215,nan,nan,nan,nan,nan,nan,15.084596219995746,
distributed,1,2,2,0.23564990636551372,0.8559,1.989247311827957,0.14430489325798443,0.013055550021521188,0.004892992287022363,0.13222152529120748,0.055018542859362536,nan,nan,nan,nan,nan,nan,14.854776070777792,
distributed,1,2,3,0.2300855822098494,0.8607,2.9847908745247147,0.296424852994897,0.01359137485623094,0.004024082516226288,0.12837964779301042,0.06324083918378717,nan,nan,nan,nan,nan,nan,14.990968078222412,
distributed,1,2,5,0.2277393015441705,0.8629,4.978201634877384,0.6444291185917106,0.013048248484667372,0.003312038796600833,0.13989319004157652,0.05589026955402602,nan,nan,nan,nan,nan,nan,15.27970152602914,
distributed,1,2,7,0.22573620944887318,0.869,6.973333333333334,1.02851895445316,0.01259941464882217,0.0027462737026756902,0.1400987346177936,0.05458537379954648,nan,nan,nan,nan,nan,nan,14.906793703440993,
distributed,1,2,10,0.22442449975351253,0.8715,9.969072164948454,1.6155494421403511,0.01270774666273276,0.0021502342754595024,0.1284360721090225,0.05094882361427435,nan,nan,nan,nan,nan,nan,15.082352572905549,
distributed,1,2,20,0.22373727906046426,0.8717,19.9501312335958,4.14095399636364,0.012523088987898534,0.002310136056159321,0.13137421450153772,0.04860948393104053,nan,nan,nan,nan,nan,nan,14.877662980339966,
distributed,1,2,30,0.2238639156389598,0.8745,29.71331828442438,5.689686161470154,0.013286082968823752,0.002172511189157227,0.1243599275449503,0.05221888752041894,nan,nan,nan,nan,nan,nan,15.357426080988457,
distributed,1,2,50,0.22359167232951838,0.8725,49.42013129102845,13.038788287260438,0.013447215733116488,0.0015224786158332692,0.14857846892418358,0.06750654625574037,nan,nan,nan,nan,nan,nan,14.940510168301945,
distributed,1,2,70,0.22325115905134668,0.8721,69.0641925777332,20.511334518992175,0.013364055934895598,0.002181928676956551,0.1520713971869396,0.05269268015173402,nan,nan,nan,nan,nan,nan,15.203778975931261,
distributed,1,2,100,0.22438951925450215,0.8754,99.51940298507462,36.34126442489309,0.012540011760749084,0.0018348144398981118,0.14607544776478967,0.0604223487165692,nan,nan,nan,nan,nan,nan,14.957407541889298,
distributed,1,3,-1,0.23726772824137457,0.8549,4.372670807453416,1.38318290492204,0.013107448981050299,0.003199133355612205,0.1312279101643453,0.060197557464338164,25.594210617753205,3.65514113858328,2.714466989080744,0.4395720988852583,1.7156622578632883,0.40816994282422553,15.072546242689164,
distributed,1,3,1,0.24684567346315678,0.8439,1.0,0.0,0.013085324567307679,0.006082429371094203,0.13518853842642653,0.05887560229035148,nan,nan,nan,nan,nan,nan,14.975660162367156,
distributed,1,3,2,0.23745712086873413,0.8535,1.9891304347826086,0.14506169422830154,0.013708721799657287,0.004869910262543036,0.13460173189418798,0.04595834913455893,nan,nan,nan,nan,nan,nan,15.034874007874713,
distributed,1,3,3,0.23596207048260082,0.8546,2.9840637450199203,0.30315526415823824,0.01277606167882769,0.0043003060493235455,0.13566101154991894,0.06077779434802808,nan,nan,nan,nan,nan,nan,14.766816453750122,
distributed,1,3,5,0.23771622996943026,0.854,4.978201634877384,0.6444291185917106,0.01317862096546474,0.003400712370384121,0.1353036981286585,0.055334801612562864,nan,nan,nan,nan,nan,nan,14.95881733467972,
distributed,1,3,7,0.24069004685370365,0.8515,6.97489539748954,0.9995917534020515,0.012279273009561009,0.002619569521415119,0.13021545987011762,0.04466714705717462,nan,nan,nan,nan,nan,nan,15.060666186407538,
distributed,1,3,10,0.24781071551903747,0.844,9.967391304347826,1.6560139707949761,0.013471167578327914,0.0022192046224019913,0.1332483835063195,0.04213781570444443,nan,nan,nan,nan,nan,nan,15.11791259146739,
distributed,1,3,20,0.26313249184394205,0.8267,19.84715025906736,3.249615361854384,0.01305011560351233,0.0014451328039595272,0.12477154925833323,0.05314270701736371,nan,nan,nan,nan,nan,nan,15.121635139069605,
distributed,1,3,30,0.27418255153233695,0.817,29.712778429073857,6.031491431552307,0.013203935881017285,0.0016563775124914572,0.12659297953050516,0.05648892478081797,nan,nan,nan,nan,nan,nan,14.8762018119598,
distributed,1,3,50,0.29299220225507056,0.8,49.43496801705757,10.90366910723175,0.012911431629961672,0.0009604376801375266,0.13751656548648555,0.07987272022878286,nan,nan,nan,nan,nan,nan,14.932107860915679,
distributed,1,3,70,0.3008723600483403,0.7941,69.79145473041709,22.65493530668318,0.012566141502312111,0.0014766324680859288,0.13519560676332196,0.03937974986603527,nan,nan,nan,nan,nan,nan,14.91259169251748,
distributed,1,3,100,0.3091538192978626,0.7851,97.68273866923819,31.202185642818183,0.013524342209124449,0.0011077795721664155,0.10657254023481884,0.05216769593041016,nan,nan,nan,nan,nan,nan,14.938626151014729,
Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,0,-1,0.2233499262231414,0.872,38.53919239904988,15.957373063948864,0.01304548371254566,0.0033580662812577244,0.13318447749140822,0.054339543945752015,4.815917854286086,3.2915269681197206,0.47898539901480036,0.11143693060525875,0.21520829444351805,0.1195269976030508,14.967566849960143,
distributed,0,0,1,0.24638164257871592,0.844,1.0,0.0,0.012416194786300346,0.00682652131705526,0.13934428883013894,0.04785018329849671,nan,nan,nan,nan,nan,nan,15.327808845260373,
distributed,0,0,2,0.23323136083710277,0.8578,1.9898989898989898,0.13999999999999999,0.012994056724077867,0.005562564546210406,0.12347020936931105,0.052662260776627334,nan,nan,nan,nan,nan,nan,14.93410742660337,
distributed,0,0,3,0.23013261511572053,0.8611,2.9844357976653697,0.2997334439173632,0.013601691836654486,0.004315161964635796,0.13336740009066853,0.04990372725450711,nan,nan,nan,nan,nan,nan,15.097909265607116,
distributed,0,0,5,0.22677397830107582,0.8664,4.978494623655914,0.6402907926629705,0.012681328038237386,0.003337473004157119,0.13500483129163804,0.04984078962113035,nan,nan,nan,nan,nan,nan,15.067019125689153,
distributed,0,0,7,0.22537518491940006,0.8709,6.961945031712474,0.8559317716077334,0.012862548262439365,0.0025439752792951994,0.1295811861976882,0.051533738287895633,nan,nan,nan,nan,nan,nan,14.997790758281589,
distributed,0,0,10,0.22455016536363154,0.8695,9.944852941176471,1.4965947742683543,0.012876129238054127,0.0021454322620837072,0.13894255099907102,0.05439374481013621,nan,nan,nan,nan,nan,nan,14.775509318589426,
distributed,0,0,20,0.22345807683822974,0.8718,19.9501312335958,4.14095399636364,0.013377152851149796,0.001736709640538166,0.12862297917614035,0.047018971288333225,nan,nan,nan,nan,nan,nan,15.197153730317,
distributed,0,0,30,0.22341027644157585,0.8717,29.864864864864863,7.0999321729774225,0.013272339610963432,0.0017869577303105517,0.1433895430533543,0.041043742794132795,nan,nan,nan,nan,nan,nan,14.897190829206457,
distributed,0,0,50,0.2231591420350039,0.8716,49.330117899249736,11.181569657252956,0.013174163734827684,0.0013069570593294143,0.14922696281460296,0.04267188402999825,nan,nan,nan,nan,nan,nan,15.050106293042436,
distributed,0,0,70,0.2234526743219385,0.8726,69.85947046843177,22.819605057932094,0.014145193501382668,0.002992247954555096,0.14684198531177478,0.0557114949065707,nan,nan,nan,nan,nan,nan,15.445634188017486,
distributed,0,0,100,0.22399958437549786,0.873,99.80239520958084,36.89512162874653,0.013557378445859808,0.0007572585928854928,0.1268168792449841,0.04919370713897233,nan,nan,nan,nan,nan,nan,15.019373134797457,
distributed,0,1,-1,0.24006703633257742,0.8597,3.423791821561338,1.0591372405004347,0.012995834361102254,0.003915814429062957,0.1322328513727572,0.05638970726381987,30.759226783408728,4.583520878400499,3.845476007104314,0.7133573751029703,2.540454460734418,0.5738129885080419,15.135772422525072,
distributed,0,1,1,0.24647203481442853,0.8428,1.0,0.0,0.013552084947252479,0.006588481607657358,0.13345881111904273,0.05066146244672596,nan,nan,nan,nan,nan,nan,15.142122294828416,
distributed,0,1,2,0.24015632917034413,0.8538,1.9886363636363635,0.1482124264974485,0.012863183160766485,0.00428494472149762,0.1443972321729655,0.05542504322317111,nan,nan,nan,nan,nan,nan,15.11319544427542,
distributed,0,1,3,0.2374527951412544,0.8593,2.9849624060150375,0.29481109247603554,0.012550343653237792,0.0035839211865045183,0.13008864345248833,0.04965972595232339,nan,nan,nan,nan,nan,nan,15.07242921243444,
distributed,0,1,5,0.2409817590647507,0.8614,4.974226804123711,0.5555217280377643,0.013265355769607452,0.002679111925517965,0.12563303296048817,0.05042939616761574,nan,nan,nan,nan,nan,nan,15.044838144350098,
distributed,0,1,7,0.2470150713486631,0.8619,6.961456102783726,0.8026502381761876,0.012848709286751634,0.0028598145365255944,0.13243933757119644,0.05957257752427576,nan,nan,nan,nan,nan,nan,14.996176612165897,
distributed,0,1,10,0.2571812507894797,0.8634,9.94054054054054,1.4083250695010159,0.013331896490943369,0.0022579156549294888,0.12972593388113124,0.050958360384656065,nan,nan,nan,nan,nan,nan,14.763977308837944,
distributed,0,1,20,0.2836401073413164,0.8589,19.925575101488498,3.0495674276600075,0.013500122826403935,0.0014825753400044236,0.1364321175506743,0.04808509149502906,nan,nan,nan,nan,nan,nan,15.089730314336308,
distributed,0,1,30,0.29799302387763044,0.8532,29.931116389548695,7.233870947762953,0.013079890404435182,0.0010348963304478178,0.13154388844076537,0.05629178656398171,nan,nan,nan,nan,nan,nan,14.973480595005851,
distributed,0,1,50,0.3179483850791641,0.8453,49.39562841530055,12.914623494318368,0.012396405018189543,0.0025076894733487964,0.1506476079977364,0.0396303421667466,nan,nan,nan,nan,nan,nan,14.796282199930097,
distributed,0,1,70,0.3368019917205564,0.8337,68.64331210191082,19.156200040717888,0.013395845443984594,0.001086044889296584,0.1351057933895402,0.047127583708161995,nan,nan,nan,nan,nan,nan,14.853061546858832,
distributed,0,1,100,0.35591865851484017,0.8276,97.83707865168539,28.044607324760317,0.014301095703541634,0.004407201544503672,0.10634909801603788,0.05109495607485448,nan,nan,nan,nan,nan,nan,15.121447781312897,
distributed,0,2,-1,0.22298713671453158,0.8748,98.72189349112426,45.86763564867935,0.013404657572470287,0.004020715246058828,0.13285850485130485,0.0650406614076965,1e-05,0.0,2.947190786641287e-17,1.365246707043045e-17,0.0,0.0,15.228390297832297,
distributed,0,2,1,0.24704780045187374,0.8438,1.0,0.0,0.014308557053334269,0.0066705623857190284,0.12919617434120073,0.05305750625417475,nan,nan,nan,nan,nan,nan,14.924492065031641,
distributed,0,2,2,0.23541824510928258,0.8535,1.989247311827957,0.14430489325798443,0.013188819643751576,0.005629978462483772,0.1355286912633642,0.04778359325226919,nan,nan,nan,nan,nan,nan,15.184834175412579,
distributed,0,2,3,0.23118696988698093,0.8623,2.9840637450199203,0.30315526415823824,0.012736399147911002,0.0034067819242686046,0.14244350895606592,0.0559026292240083,nan,nan,nan,nan,nan,nan,15.292000169004211,
distributed,0,2,5,0.22766967464169652,0.8636,4.972067039106145,0.5772960960467254,0.01331561188659713,0.0031163302006187365,0.13852449602117622,0.053441200270546205,nan,nan,nan,nan,nan,nan,14.881598413160301,
distributed,0,2,7,0.2255145309456758,0.8684,6.965591397849463,0.9332154110708886,0.013223286023289642,0.002762659007707552,0.127603453052192,0.045932858865087474,nan,nan,nan,nan,nan,nan,14.849195578117206,
distributed,0,2,10,0.2249318812061306,0.87,9.941592920353981,1.396551724137931,0.012767769608166168,0.0022024468510743918,0.1353243361452624,0.06011484262390207,nan,nan,nan,nan,nan,nan,15.094185784209339,
distributed,0,2,20,0.2238811953745441,0.8734,19.948787061994608,4.190876412148972,0.013423056504592891,0.001491784918129609,0.13468447087783716,0.06524600799847856,nan,nan,nan,nan,nan,nan,15.24884278113188,
distributed,0,2,30,0.22404309796619656,0.8707,29.7025,5.684745071734725,0.012901544501908226,0.0012926943301977223,0.16060373828145208,0.05169214370532137,nan,nan,nan,nan,nan,nan,14.932485550101136,
distributed,0,2,50,0.22308483263959372,0.8737,49.89705882352941,14.38363267359428,0.012865557505355599,0.0007612384837763297,0.13488612688973933,0.05200899286145215,nan,nan,nan,nan,nan,nan,15.006156557985998,
distributed,0,2,70,0.22348142325782597,0.8724,69.41932168550873,17.184747759439347,0.013046725945772324,0.0008408121223693174,0.14446880669416723,0.051265957754652626,nan,nan,nan,nan,nan,nan,14.856527264405798,
distributed,0,2,100,0.22294240187702755,0.874,99.80239520958084,36.89512162874653,0.014824535850169148,0.004225665538126254,0.1272060849698756,0.044838585408532465,nan,nan,nan,nan,nan,nan,14.90090001656265,
distributed,0,3,-1,0.22801203485309407,0.8661,9.111332007952287,2.9999580076006223,0.012647218738862221,0.0025012539260370744,0.1386643518329834,0.050804244685797376,15.678339988415807,3.3976799048112634,1.1634022411793898,0.24801119233779412,0.7605970931280531,0.20085321886919874,15.217769951610638,
distributed,0,3,1,0.24604442908862792,0.8447,1.0,0.0,0.014092011734523773,0.006417596278605078,0.12516095926946125,0.0509522019791376,nan,nan,nan,nan,nan,nan,14.900067897426391,
distributed,0,3,2,0.23386462175391765,0.8568,1.9898989898989898,0.13999999999999999,0.01361707942423858,0.004809308680939239,0.12450589366225434,0.04971653578158202,nan,nan,nan,nan,nan,nan,15.150993357836317,
distributed,0,3,3,0.2306873871058775,0.8608,2.984251968503937,0.301429799925947,0.012346047173195335,0.0037183159903578576,0.13802213764253576,0.05488371750232477,nan,nan,nan,nan,nan,nan,15.02167421149998,
distributed,0,3,5,0.22838482986556027,0.8653,4.9779005524861875,0.6486486486486487,0.013418392695296806,0.0028785634850682926,0.13901453467948832,0.051356857394218663,nan,nan,nan,nan,nan,nan,15.090819363734242,
distributed,0,3,7,0.22722635449161172,0.8679,6.960176991150442,0.8745981630098068,0.013412150144467866,0.0023968188119988534,0.13218476122086067,0.05168520557620691,nan,nan,nan,nan,nan,nan,14.791301949997607,
distributed,0,3,10,0.22725706682887362,0.8681,9.950331125827814,1.424842762926308,0.013133897520114074,0.002959281007308636,0.11831716576293416,0.050218131312224065,nan,nan,nan,nan,nan,nan,15.120727981016241,
distributed,0,3,20,0.22802286484018228,0.8687,19.948787061994608,4.190876412148972,0.013022125732489068,0.0025323979806268194,0.12744762325731304,0.04850430591388032,nan,nan,nan,nan,nan,nan,14.8618629872296,
distributed,0,3,30,0.23027897274641482,0.8692,29.864864864864863,7.0999321729774225,0.013155128742443902,0.0011385020180439658,0.14215704081248484,0.05999068130217214,nan,nan,nan,nan,nan,nan,14.839899399524242,
distributed,0,3,50,0.23109643412942052,0.8699,49.56458333333333,13.26701192590769,0.012737486613757213,0.0010202509436465336,0.12823464697729425,0.04533244434523254,nan,nan,nan,nan,nan,nan,15.059359501886789,
distributed,0,3,70,0.23351517915429607,0.87,68.6321353065539,18.73487538137245,0.012707690350415116,0.0014859211131552274,0.15833158435732916,0.03149535223073019,nan,nan,nan,nan,nan,nan,14.75345517082508,
distributed,0,3,100,0.23835324112020537,0.8663,97.76595744680851,31.614430600949028,0.013197093498008029,0.001109971729045461,0.11049444925192427,0.03629256456499703,nan,nan,nan,nan,nan,nan,15.051286732406245,
distributed,1,0,-1,0.2234464701126802,0.8727,43.544202066590124,20.143421547220154,0.013617795493275447,0.0025335325739567855,0.13502433868569105,0.054121423169843155,6.395066542314672,6.433209165421953,0.5042999806268961,0.15941055739303162,0.22849920407253269,0.1731721517167299,15.383576676408904,
distributed,1,0,1,0.24682517941999535,0.8435,1.0,0.0,0.013541756941827555,0.006591889212137471,0.13992196487295488,0.05488945183167164,nan,nan,nan,nan,nan,nan,15.192908459663457,
distributed,1,0,2,0.2353213495235649,0.8542,1.9885057471264367,0.14903269373413638,0.012691935025266715,0.005117101309013599,0.14565869097063688,0.0486890627503281,nan,nan,nan,nan,nan,nan,15.038400376008305,
distributed,1,0,3,0.2299462841522718,0.8609,2.9847908745247147,0.296424852994897,0.01271786384776468,0.004375485821781213,0.13263049061224183,0.051284510443945254,nan,nan,nan,nan,nan,nan,15.111851232771803,
distributed,1,0,5,0.22654577330881878,0.867,4.979057591623037,0.6322475900481002,0.01345781151244979,0.0037525678981877785,0.12758863205612903,0.04624659491109006,nan,nan,nan,nan,nan,nan,15.14182802424772,
distributed,1,0,7,0.22561044035469127,0.8694,6.973333333333334,1.02851895445316,0.012920398439317103,0.0024780627707699857,0.14307936579195676,0.04687683999174482,nan,nan,nan,nan,nan,nan,15.244879730999003,
distributed,1,0,10,0.22428395389407135,0.8705,9.968531468531468,1.6287068520047763,0.01363497943385769,0.002248251827239897,0.12380052957088349,0.049056619660201674,nan,nan,nan,nan,nan,nan,15.072219135534851,
distributed,1,0,20,0.22350680514874474,0.8714,19.9501312335958,4.14095399636364,0.0131551917506779,0.001609281127732375,0.12900187620692027,0.05973433912342279,nan,nan,nan,nan,nan,nan,15.062793036192582,
distributed,1,0,30,0.22302714165940843,0.8725,29.93348623853211,7.124432905485592,0.01297527536612757,0.0009634575613746066,0.12028252574294764,0.05251356242533507,nan,nan,nan,nan,nan,nan,15.085153834496698,
distributed,1,0,50,0.22309422839234547,0.8725,49.353326063249725,12.673890483983204,0.013069766010170477,0.0008089330034853254,0.13747300575028223,0.047085232221152545,nan,nan,nan,nan,nan,nan,14.827869545340725,
distributed,1,0,70,0.22330091710369612,0.8723,69.85947046843177,22.819605057932094,0.013432666470658758,0.002517116065549132,0.12738793432253845,0.05432426938195054,nan,nan,nan,nan,nan,nan,14.880913419062194,
distributed,1,0,100,0.22298201031740267,0.873,97.52571428571429,29.618406439239774,0.013462336163905178,0.0010380211267759498,0.10578128917978967,0.03923886467903791,nan,nan,nan,nan,nan,nan,15.125038303710719,
distributed,1,1,-1,0.24082187353116652,0.8607,3.3740458015267176,1.0868770182925767,0.012303273155725275,0.00343313430232206,0.13832148534094627,0.06478581987531738,30.928648834608737,4.32243780869178,3.8790689278582273,0.6624688115472009,2.587210675808461,0.580524917000397,15.406789885998853,
distributed,1,1,1,0.24526374441963059,0.8457,1.0,0.0,0.014288697374244382,0.006424520911941869,0.12249936165039574,0.05523120217430682,nan,nan,nan,nan,nan,nan,14.909898433685774,
