time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7
137044;0;368500;1;3.3;0.0;0.0000040;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;26;12;52;92;56;98;14;62
137543;0;368500;1;3.0;0.0;0.0000056;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;36;50;56;22;62;98;14;64
138041;0;368500;1;3.2;0.0;0.0000065;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;44;92;66;9.8;18;98;16;66
138540;0;368500;1;3.5;0.0;0.0000081;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;56;20;66;52;78;98;22;22
139039;0;368500;1;3.3;0.0;0.00000059;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;62;16;54;22;80;98;66;9.8
139538;0;368500;1;2.9;0.0;0.0000025;n/a;n/a;n/a;26;69;1.0;1362.963013;0;0.0;0.0;0.0;26;0.0;13748.148438;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.2;18;18;8.0;88;48;26;98;64;40
140037;0;368500;1;3.3;0.0;-0.0000020;n/a;n/a;n/a;27;inf;1.0;1729.729736;0;0.0;0.0;0.0;26;0.0;16720.720703;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;7.5;18;28;20;34;40;24;98;56;80
140536;0;368500;1;1.2;0.0;0.0000037;n/a;n/a;n/a;28;69;1.8;5943489.000000;0;0.0;0.0;0.0;27;66;412038.343750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;18;18;58;50;64;46;48;100;40;78
141035;0;368500;1;3.6;0.0;0.0000057;n/a;n/a;n/a;26;81;2.0;1223.946777;0;0.0;0.0;0.0;26;0.0;13694.013672;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;76;92;48;16;56;98;16;16
141534;0;368500;1;3.3;0.0;0.0000035;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;82;36;48;18;48;98;40;26
142033;0;368500;1;3.0;0.0;0.0000050;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;11;18;16;84;66;20;52;98;52;14
142532;0;368500;1;3.1;0.0;-0.00000030;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;6.8;18;30;50;54;26;46;86;30;18
143031;0;368500;1;3.0;0.0;0.0000011;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;100;90;66;58;18;7.8;44;22
143530;0;368500;1;3.6;0.0;0.0000039;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;10;18;98;92;30;56;32;14;54;18
144029;0;368500;1;3.3;0.0;-0.0000032;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;98;92;8.0;64;48;18;60;12
144528;0;368500;1;3.0;0.0;0.0000046;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;10;18;98;92;7.8;62;46;22;60;12
145027;0;368500;1;3.0;0.0;-0.0000011;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;98;92;36;56;62;20;12;20
145526;0;368500;1;3.6;0.0;0.0000012;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;98;92;32;60;60;14;30;20
146025;0;368500;1;3.2;0.0;-0.00000073;n/a;n/a;n/a;26;72;1.5;3610.169434;0;0.0;0.0;0.0;26;0.0;26745.763672;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;98;90;9.8;58;66;18;38;20
146524;0;368500;1;1.2;0.0;0.0000061;n/a;n/a;n/a;28;inf;1.7;6268534.000000;0;0.0;0.0;0.0;27;0.0;726480.687500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;18;18;100;94;40;78;62;52;46;40
147023;0;368500;1;3.2;0.0;0.0000043;n/a;n/a;n/a;27;72;1.4;14974.359375;0;0.0;0.0;0.0;26;0.0;71230.765625;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;98;86;32;56;66;14;30;16
147522;0;368500;1;3.2;0.0;-0.0000050;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;98;5.8;42;32;62;32;28;92
148021;0;368500;1;3.5;0.0;0.0000049;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;11;18;98;6.0;58;16;60;54;14;92
148520;0;368500;1;2.9;0.0;0.0000015;n/a;n/a;n/a;27;inf;1.4;14777.070312;0;0.0;0.0;0.0;27;0.0;89205.945312;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;98;8.0;54;12;64;60;12;92
149019;0;368500;1;3.5;0.0;0.0000024;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.2;18;98;34;40;36;64;58;12;90
149518;0;368500;1;3.3;0.0;0.0000077;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;98;54;30;12;44;54;12;92
150017;0;368500;1;3.0;0.0;0.000010;n/a;n/a;n/a;26;70;1.7;2400.000000;0;0.0;0.0;0.0;26;0.0;23693.617188;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.0;18;98;12;16;50;74;26;24;92
150516;0;368500;1;3.3;0.0;0.0000040;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;100;16;16;56;66;36;16;90
151015;0;368500;1;3.0;0.0;0.0000026;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;98;14;10;60;62;36;16;92
151514;0;368500;1;3.3;0.0;-0.0000014;n/a;n/a;n/a;26;79;2.0;1179.487183;0;0.0;0.0;0.0;28;0.0;57452.992188;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.0;18;98;54;32;44;64;38;12;44
152013;0;368500;1;1.9;0.0;-0.0000016;n/a;n/a;n/a;27;69;1.7;1977561.500000;0;0.0;0.0;0.0;26;139;341429.437500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;11;18;98;30;38;44;60;44;22;76
152512;0;368500;1;1.9;0.0;0.0000025;n/a;n/a;n/a;28;82;1.8;3017721.500000;0;0.0;0.0;0.0;27;0.0;85529.117188;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;14;18;94;92;32;100;48;40;34;38
153010;0;368500;1;3.3;0.0;0.0000044;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.3;18;98;92;32;14;38;9.8;56;48
153509;0;368500;1;3.0;0.0;0.0000042;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.3;18;100;92;48;32;38;14;32;46
154008;0;368500;1;3.3;0.0;-0.00000052;n/a;n/a;n/a;26;inf;1.7;2462.882080;0;0.0;0.0;0.0;27;0.0;158218.343750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;98;92;52;12;58;12;18;52
154507;0;368500;1;0.94;0.0;0.0000043;n/a;n/a;n/a;28;69;1.8;10162769.000000;0;0.0;0.0;0.0;25;110;233538.468750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;12;18;100;48;38;34;32;34;56;22
155005;0;368500;1;2.7;0.0;0.0000046;n/a;n/a;n/a;27;72;1.4;76566.445312;0;0.0;0.0;0.0;25;0.0;21995.642578;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;92;32;60;12;98;14;60;20
155504;0;368500;1;2.9;0.0;-0.00000072;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;70;42;58;22;98;22;54;26
156003;0;368500;1;3.5;0.0;0.000000074;n/a;n/a;n/a;26;82;1.5;3712.418213;0;0.0;0.0;0.0;27;0.0;26178.648438;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;90;58;18;82;22;46;32;20
156502;0;368500;1;3.3;0.0;0.0000026;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.2;18;96;68;12;72;18;40;46;22
157001;0;368500;1;2.9;0.0;-0.0000023;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.2;18;42;88;14;18;72;14;80;44
157500;0;368500;1;3.5;0.0;0.0000027;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.0;18;48;88;14;16;52;14;98;46
157999;0;368500;1;3.5;0.0;-0.00000023;n/a;n/a;n/a;27;72;1.8;6097.664551;0;0.0;0.0;0.0;26;0.0;38624.203125;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.3;18;64;38;60;94;9.8;18;72;46
158498;0;368500;1;3.1;0.0;0.0000054;n/a;n/a;n/a;26;72;1.5;3720.523926;0;0.0;0.0;0.0;27;666;158218.343750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;8.8;18;30;14;76;72;14;18;74;86
158996;0;368500;1;1.2;0.0;0.00000092;n/a;n/a;n/a;28;70;1.8;6588162.500000;0;0.0;0.0;0.0;26;0.0;240032.515625;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;15;18;54;46;40;44;38;36;64;86
159495;0;368500;1;3.0;0.0;-0.0000031;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.2;18;78;18;40;20;48;40;98;52
159994;0;368500;1;3.6;0.0;0.0000048;n/a;n/a;n/a;26;69;1.7;2394.904541;0;0.0;0.0;0.0;26;3.0;13112.526367;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.2;18;16;60;92;12;70;30;98;10
160493;0;368500;1;3.2;0.0;0.0000035;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;26;0.0;12345.898438;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;26;54;22;36;88;34;98;36
160992;0;368500;1;3.5;0.0;0.0000065;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;11;18;56;82;18;20;44;38;98;46
161491;0;368500;1;3.3;0.0;0.0000070;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;10;18;54;92;12;14;52;28;100;46
161990;0;368500;1;2.9;0.0;0.0000070;n/a;n/a;n/a;26;79;1.8;3605.150146;0;0.0;0.0;0.0;25;0.0;26506.437500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;10;18;20;92;20;44;38;36;98;42
162489;0;368500;1;3.3;0.0;0.0000018;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.0;18;46;92;18;66;60;14;98;62
162988;0;368500;1;3.0;0.0;0.0000027;n/a;n/a;n/a;26;70;1.7;2410.256348;0;0.0;0.0;0.0;27;0.0;105606.835938;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;8.8;18;28;92;18;64;14;12;98;64
163487;0;368500;1;1.5;0.0;0.00000017;n/a;n/a;n/a;28;72;1.8;5149714.500000;0;0.0;0.0;0.0;26;0.0;249142.859375;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;18;18;56;94;54;44;40;42;98;40
163981;0;368500;1;3.0;0.0;0.0000059;n/a;n/a;n/a;27;69;2.0;3694.915283;0;0.0;0.0;0.0;27;59;14949.152344;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;42;92;9.8;24;62;50;98;18
164480;0;368500;1;3.3;0.0;0.0000033;n/a;n/a;n/a;26;72;2.0;1223.946777;0;0.0;0.0;0.0;26;0.0;13694.013672;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.0;18;36;44;64;22;60;48;100;52
164979;0;368500;1;2.8;0.0;0.0000036;n/a;n/a;n/a;27;69;1.3;3687.103516;0;0.0;0.0;0.0;27;59;14917.547852;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.2;18;8.0;6.0;54;20;60;54;98;92
165478;0;368500;1;3.7;0.0;0.0000020;n/a;n/a;n/a;26;72;2.0;1179.487183;0;0.0;0.0;0.0;26;0.0;13196.581055;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;8.0;8.0;54;28;58;52;98;92
165977;0;368500;1;2.9;0.0;0.0000019;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;7.8;7.8;56;28;62;44;98;90
166476;0;368500;1;3.5;0.0;0.0000044;n/a;n/a;n/a;26;72;1.8;3559.322021;0;0.0;0.0;0.0;26;0.0;26745.763672;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.2;18;14;10;54;36;66;44;98;92
166975;0;368500;1;3.3;0.0;-0.0000014;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;22;28;52;18;66;50;98;90
167474;0;368500;1;3.0;0.0;0.0000042;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.3;18;18;9.8;58;16;62;44;98;92
167973;0;368500;1;3.3;0.0;-0.0000016;n/a;n/a;n/a;27;inf;2.0;3694.915283;0;0.0;0.0;0.0;27;59;14949.152344;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;52;8.0;18;18;66;46;98;92
168472;0;368500;1;3.0;0.0;0.00000084;n/a;n/a;n/a;26;72;2.0;1171.974487;0;0.0;0.0;0.0;26;0.0;11821.656250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;52;7.8;16;18;66;44;98;92
168971;0;368500;1;3.1;0.0;-0.0000011;n/a;n/a;n/a;26;69;2.0;1213.186768;0;0.0;0.0;0.0;28;0.0;18742.857422;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;8.5;18;90;8.0;20;34;62;58;98;12
169469;0;368500;1;3.2;0.0;0.0000018;n/a;n/a;n/a;27;72;1.8;8441.613281;0;0.0;0.0;0.0;26;0.0;38624.203125;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;92;7.8;36;30;64;56;98;9.8
169968;0;368500;1;3.0;0.0;0.0000014;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;8.8;18;92;9.8;62;30;66;16;98;20
170467;0;368500;1;3.3;0.0;-0.0000041;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;8.8;18;90;12;50;30;64;9.8;98;34
170966;0;368500;1;2.8;0.0;0.0000093;n/a;n/a;n/a;26;69;2.0;1703.703735;0;0.0;0.0;0.0;28;0.0;26320.988281;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;7.0;18;50;14;20;42;72;48;98;22
171464;0;368500;1;3.1;0.0;0.0000018;n/a;n/a;n/a;28;72;2.0;6220.338867;0;0.0;0.0;0.0;27;0.0;14949.152344;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.2;18;46;12;12;46;92;62;98;18
171963;0;368500;1;1.3;0.0;0.0000012;n/a;n/a;n/a;28;70;1.8;5407621.500000;0;0.0;0.0;0.0;27;0.0;431444.781250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;16;18;60;32;66;44;68;40;98;40
172462;0;368500;1;3.4;0.0;0.0000088;n/a;n/a;n/a;26;79;2.0;1167.019043;0;0.0;0.0;0.0;24;0.0;3856.236816;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.0;18;74;5.8;58;58;28;46;98;12
172961;0;368500;1;3.3;0.0;0.0000059;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;52;6.0;18;62;92;48;98;16
173459;0;368500;1;3.0;0.0;0.0000059;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;62;8.0;10;60;92;46;98;14
173958;0;368500;1;3.2;0.0;0.0000016;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;60;6.0;20;62;92;48;98;16
174457;0;368500;1;2.8;0.0;-0.0000013;n/a;n/a;n/a;27;inf;1.4;27119.826172;0;0.0;0.0;0.0;26;0.0;276566.437500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;10;18;20;5.8;22;56;92;50;98;60
174956;0;368500;1;3.0;0.0;0.00000094;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;24;0.0;1293.617065;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;10;18;14;8.0;52;60;92;14;96;64
175455;0;368500;1;3.3;0.0;0.0000059;n/a;n/a;n/a;0.0;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;10;18;14;5.8;54;62;92;12;98;62
175954;0;368500;1;3.0;0.0;0.0000043;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.8;18;38;12;80;64;46;14;98;44
176452;0;368500;1;2.4;0.0;0.0000089;n/a;n/a;n/a;27;67;1.2;39490.910156;0;0.0;0.0;0.0;26;0.0;295381.812500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;5.0;18;36;28;30;22;58;14;98;62
176951;0;368500;1;3.3;0.0;-0.0000017;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.0;18;60;92;28;28;24;44;98;14
177450;0;368500;1;3.0;0.0;0.0000019;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.3;18;60;92;16;36;7.8;62;98;14
177949;0;368500;1;3.3;0.0;0.0000031;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;9.5;18;30;92;28;48;38;52;100;16
178448;0;368500;1;2.8;0.0;-0.0000033;n/a;n/a;n/a;27;72;1.3;17507.494141;0;0.0;0.0;0.0;26;0.0;101516.062500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;46;92;44;24;34;20;98;36
178947;0;368500;1;3.3;0.0;0.0000045;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;62;92;46;12;44;16;98;46
179446;0;368500;1;3.0;0.0;-0.0000017;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;12;18;64;92;30;8.0;44;28;98;46
179945;0;368500;1;3.1;0.0;0.0000011;n/a;n/a;n/a;26;72;2.0;1171.974487;0;0.0;0.0;0.0;28;0.0;16662.419922;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;30;92;30;12;20;44;98;68
180443;0;368500;1;2.9;0.0;-0.00000092;n/a;n/a;n/a;27;72;1.8;10059.574219;0;0.0;0.0;0.0;27;0.0;28578.722656;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;34;92;32;14;20;58;98;62
180942;0;368500;1;2.0;0.0;0.0000025;n/a;n/a;n/a;28;72;1.8;3646971.250000;0;0.0;0.0;0.0;27;0.0;315128.593750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;15;18;48;92;36;32;36;48;98;52
181441;0;368500;1;3.6;0.0;0.0000025;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;64;92;46;14;14;54;100;14
181940;0;368500;1;3.3;0.0;-0.0000026;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;64;90;48;12;16;56;98;14
182438;0;368500;1;3.2;0.0;0.0000037;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;62;92;48;9.8;12;54;98;12
182937;0;368500;1;3.2;0.0;0.0000011;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;60;92;52;20;14;56;98;14
183436;0;368500;1;2.5;0.0;0.0000028;n/a;n/a;n/a;27;72;1.4;21131.035156;0;0.0;0.0;0.0;26;0.0;237590.796875;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.2;18;14;90;18;36;14;52;98;64
183935;0;368500;1;3.8;0.0;0.0000092;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;22;90;18;50;22;54;98;54
184434;0;368500;1;3.0;0.0;0.0000053;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;12;90;12;24;62;54;98;52
184931;0;368500;1;3.2;0.0;0.0000065;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;14;92;34;28;42;54;98;48
185430;0;368500;1;3.3;0.0;0.00000041;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;14;92;60;34;9.8;54;98;46
185929;0;368500;1;3.0;0.0;-0.0000035;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;36;92;38;30;10;50;98;42
186428;0;368500;1;3.3;0.0;0.0000018;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;62;92;34;26;8.0;52;98;22
186927;0;368500;1;2.9;0.0;0.0000059;n/a;n/a;n/a;26;79;1.5;3625.531982;0;0.0;0.0;0.0;27;0.0;25565.957031;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;42;92;36;40;36;46;100;18
187426;0;368500;1;3.3;0.0;0.0000054;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;12;90;60;54;48;68;98;12
187925;0;368500;1;3.0;0.0;0.00000035;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;12;92;54;52;52;38;98;12
188424;0;368500;1;2.9;0.0;-0.0000012;n/a;n/a;n/a;26;70;1.3;10231.292969;0;0.0;0.0;0.0;27;0.0;270458.062500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;24;92;80;80;46;42;38;40
