time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7
499;0;0;0;0.0;0.0;0.0;n/a;n/a;n/a;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.2;841600;1337148;32;19;17;52;86;12;92;92;46;44;72
998;0;368500;1;-1.1;0.0;0.0000079;n/a;n/a;n/a;19;inf;1.5;20394.087891;0;0.0;0.0;0.0;22;0.0;66660.101562;0;0.0;0.0;0.0;0.0;5.4;865720;1604800;32;11;17;56;48;60;84;36;44;50;98
1497;0;368500;1;3.0;0.0;0.0000050;n/a;n/a;n/a;27;inf;1.5;7835.240234;0;0.0;0.0;0.0;26;0.0;24091.533203;0;0.0;0.0;0.0;0.0;5.4;874680;1678532;32;11;18;62;62;66;90;80;56;70;94
1996;0;368500;1;2.8;0.0;0.0000027;n/a;n/a;n/a;0.0;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;8.2;18;52;66;52;58;52;34;98;86
2494;0;368500;1;3.2;0.0;0.0000011;n/a;n/a;n/a;0.0;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;10;18;82;70;68;98;66;52;78;70
2993;0;368500;1;3.2;0.0;-0.00000069;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;11;18;56;48;60;96;64;30;68;92
3492;0;368500;1;3.3;0.0;-0.0000018;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;11;18;88;64;42;38;80;48;60;60
3991;0;368500;1;3.1;0.0;0.0000051;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;6.8;18;44;50;52;60;42;58;36;74
4489;0;368500;1;3.2;0.0;0.0000040;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;9.5;18;72;92;76;72;74;56;84;70
4988;0;368500;1;2.4;0.0;-0.0000053;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;5.3;18;72;44;60;72;68;78;84;88
5487;0;368500;1;3.3;0.0;-0.00000088;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;9.2;18;70;56;68;62;74;70;54;84
5985;0;368500;1;3.0;0.0;0.0000047;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874852;1678532;32;11;18;100;66;78;80;70;50;60;70
6483;0;368500;1;3.3;0.0;-0.0000046;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;5.8;18;92;50;52;64;52;42;62;36
6982;0;368500;1;2.8;0.0;0.00000085;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;7.5;18;46;30;50;44;56;72;26;62
7481;0;368500;1;3.3;0.0;0.0000012;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;9.8;18;34;46;52;44;44;92;64;100
7979;0;368500;1;3.1;0.0;0.0000013;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;7.3;18;52;60;56;82;50;66;52;98
8478;0;368500;1;2.9;0.0;-0.0000030;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;11;18;46;62;70;92;66;54;70;98
8977;0;368500;1;3.6;0.0;0.0000055;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;10;18;76;80;90;54;62;54;50;52
9476;0;368500;1;3.2;0.0;-0.00000087;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;10;18;54;86;98;50;68;64;46;38
9975;0;368500;1;3.3;0.0;-0.0000064;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;8.0;18;74;48;86;44;26;32;50;48
10474;0;368500;1;3.2;0.0;0.0000046;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;33;12;18;88;90;66;82;78;88;58;98
10969;0;368500;1;3.2;0.0;-0.0000015;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;874960;1678532;32;11;18;74;100;88;74;80;72;62;100
11468;0;368500;1;3.0;0.0;0.0000035;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;14;18;78;100;92;58;76;86;66;98
11967;0;368500;1;3.2;0.0;0.0000071;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;28;100;40;84;54;38;38;98
12466;0;368500;1;3.3;0.0;0.0000081;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;46;100;0.0;92;46;62;28;98
12965;0;368500;1;3.0;0.0;0.0000032;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;48;100;12;90;28;30;50;98
13463;0;368500;1;3.0;0.0;0.0000025;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;58;96;28;90;16;16;72;98
13962;0;368500;1;3.8;0.0;-0.0000013;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;58;92;50;48;40;90;68;98
14461;0;368500;1;3.0;0.0;0.0000036;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;46;100;20;56;18;90;66;98
14960;0;368500;1;3.3;0.0;0.0000034;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;12;18;42;100;36;5.8;28;92;64;98
15459;0;368500;1;3.0;0.0;-0.0000021;n/a;n/a;n/a;0.0;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;28;54;46;0.0;26;90;64;98
15957;0;368500;1;3.2;0.0;0.0000017;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;46;58;28;24;62;48;40;98
16456;0;368500;1;3.2;0.0;0.00000063;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;12;82;14;46;90;12;34;98
16955;0;368500;1;3.0;0.0;0.0000038;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;32;34;42;56;24;80;38;98
17454;0;368500;1;3.6;0.0;-0.00000074;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;52;8.0;58;58;14;90;18;98
17953;0;368500;1;3.2;0.0;0.0000039;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;78;14;50;56;42;40;22;98
18452;0;368500;1;3.3;0.0;-0.0000011;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;90;12;7.8;58;44;64;20;98
18951;0;368500;1;2.6;0.0;-0.0000037;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;6.8;18;50;7.8;20;38;68;64;28;98
19450;0;368500;1;3.9;0.0;0.0000041;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.0;18;74;38;56;12;24;66;16;98
19949;0;368500;1;3.0;0.0;-0.0000015;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;92;44;64;14;16;64;18;98
20448;0;368500;1;3.3;0.0;0.0000051;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;18;86;44;12;42;68;26;98
20947;0;368500;1;3.2;0.0;-0.00000064;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.7;18;28;52;30;46;50;44;54;98
21437;0;368500;1;3.0;0.0;-0.0000052;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;54;28;28;90;34;15;50;98
21936;0;368500;1;3.0;0.0;0.0000036;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;64;24;2.0;92;34;18;60;98
22435;0;368500;1;3.6;0.0;0.0000044;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;64;24;28;92;20;58;9.8;98
22934;0;368500;1;3.3;0.0;0.0000050;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;18;50;30;90;42;66;12;98
23433;0;368500;1;3.0;0.0;0.0000066;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;12;18;18;48;30;92;42;66;14;98
23932;0;368500;1;3.2;0.0;0.0000074;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;28;48;44;70;36;50;36;98
24431;0;368500;1;3.3;0.0;0.0000019;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;52;54;64;16;18;7.8;92;98
24930;0;368500;1;3.0;0.0;0.00000086;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;48;46;52;22;32;10;90;98
25429;0;368500;1;3.3;0.0;0.000000048;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;62;28;9.8;68;16;14;92;98
25928;0;368500;1;3.0;0.0;0.0000043;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;54;40;80;60;12;18;28;98
26427;0;368500;1;3.5;0.0;0.0000038;n/a;n/a;n/a;0.0;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;46;96;92;18;14;52;52;98
26926;0;368500;1;3.2;0.0;-0.0000026;n/a;n/a;n/a;0.0;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;68;18;74;38;14;14;64;98
27424;0;368500;1;2.8;0.0;0.0000016;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;4.8;18;60;18;9.8;32;7.8;50;20;68
27923;0;368500;1;3.2;0.0;-0.0000018;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;64;30;34;36;96;4.0;78;52
28422;0;368500;1;3.3;0.0;0.0000029;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;66;26;92;50;98;7.8;0.0;62
28921;0;368500;1;3.0;0.0;0.0000024;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;60;20;90;54;98;18;34;54
29420;0;368500;1;3.2;0.0;0.00000024;n/a;n/a;n/a;0.0;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;52;10;92;56;100;32;12;44
29918;0;368500;1;3.2;0.0;0.0000018;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;64;9.8;92;66;98;12;14;44
30417;0;368500;1;3.5;0.0;0.00000077;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;68;44;68;68;96;30;22;14
30915;0;368500;1;3.0;0.0;0.0000029;n/a;n/a;n/a;0.0;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;64;50;76;58;98;8.0;22;26
31414;0;368500;1;3.8;0.0;-0.0000014;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;66;50;7.8;58;98;7.8;22;92
31913;0;368500;1;3.0;0.0;0.0000042;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;86;48;52;58;98;8.0;22;28
32410;0;368500;1;3.3;0.0;-0.0000022;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;92;52;62;56;98;5.8;20;9.8
32909;0;368500;1;3.0;0.0;-0.0000038;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;24;46;64;88;98;14;20;40
33408;0;368500;1;3.2;0.0;0.0000045;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;60;32;68;5.8;98;9.8;46;90
33906;0;368500;1;3.0;0.0;0.0000036;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;12;18;64;62;42;84;98;32;52;54
34405;0;368500;1;3.8;0.0;0.0000064;n/a;n/a;n/a;0.0;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;12;18;16;62;34;92;98;44;50;18
34904;0;368500;1;3.0;0.0;0.0000062;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;52;22;26;92;98;54;50;12
35403;0;368500;1;3.2;0.0;0.0000063;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;22;26;48;90;98;64;16;42
35902;0;368500;1;3.5;0.0;0.0000021;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;20;18;52;86;98;66;18;44
36401;0;368500;1;3.2;0.0;0.00000013;n/a;n/a;n/a;0.0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;44;16;92;10;98;18;40;70
36900;0;368500;1;3.5;0.0;0.00000076;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;48;20;92;44;98;22;46;28
37399;0;368500;1;3.2;0.0;0.0000031;n/a;n/a;n/a;0.0;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;34;34;32;38;98;78;48;46
37898;0;368500;1;3.3;0.0;0.0000043;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;24;46;46;38;96;92;20;64
38397;0;368500;1;3.2;0.0;0.0000051;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;18;30;80;28;98;84;32;28
38896;0;368500;1;3.2;0.0;0.000000033;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;24;54;66;54;98;5.8;56;58
39395;0;368500;1;3.2;0.0;0.0000016;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.5;18;54;24;34;48;98;18;86;26
39894;0;368500;1;2.9;0.0;0.0000041;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;8.5;18;64;12;34;62;98;20;52;16
40393;0;368500;1;3.5;0.0;-0.0000016;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;64;12;60;98;92;42;12;20
40892;0;368500;1;3.2;0.0;0.0000052;n/a;n/a;n/a;0.0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;62;12;48;98;30;60;70;18
41391;0;368500;1;3.3;0.0;-0.0000010;n/a;n/a;n/a;0.0;inf;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;68;14;72;100;30;56;34;24
41890;0;368500;1;3.2;0.0;-0.00000083;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.8;18;62;12;36;94;74;54;14;30
42389;0;368500;1;2.9;0.0;0.00000074;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;66;14;8.0;90;100;60;20;44
42888;0;368500;1;3.6;0.0;-0.0000011;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;64;12;8.0;90;98;58;18;44
43387;0;368500;1;3.2;0.0;0.0000046;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;64;22;34;34;94;54;76;34
43886;0;368500;1;3.2;0.0;-0.0000036;n/a;n/a;n/a;0.0;73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;66;20;50;12;84;52;98;22
44385;0;368500;1;2.1;0.0;-0.0000019;n/a;n/a;n/a;27;inf;1.5;279287.656250;0;0.0;0.0;0.0;27;707;265424.656250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;9.0;18;66;54;36;34;24;36;98;22
44883;0;368500;1;3.0;0.0;-0.0000053;n/a;n/a;n/a;27;inf;1.4;14538.812500;0;0.0;0.0;0.0;25;0.0;66410.960938;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;98;36;34;14;44;46;86;16
45382;0;368500;1;2.4;0.0;0.00000079;n/a;n/a;n/a;27;70;1.6;54957.507812;0;0.0;0.0;0.0;26;0.0;123059.492188;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;64;64;24;12;98;40;56;20
45881;0;368500;1;3.2;0.0;0.0000037;n/a;n/a;n/a;0.0;72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;11;18;64;98;56;12;90;50;8.0;12
46380;0;368500;1;2.9;0.0;0.0000065;n/a;n/a;n/a;26;72;1.9;13986.394531;0;0.0;0.0;0.0;27;120;56181.406250;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;10;18;64;98;54;40;36;52;30;22
46878;0;368500;1;2.1;0.0;0.0000020;n/a;n/a;n/a;27;78;1.4;311553.187500;0;0.0;0.0;0.0;28;0.0;839297.875000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;12;18;88;100;58;38;26;64;32;42
47376;0;368500;1;1.6;0.0;0.0000031;n/a;n/a;n/a;27;72;1.3;480272.250000;0;0.0;0.0;0.0;27;0.0;875162.312500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;12;18;58;72;98;56;54;48;54;74
47875;0;368500;1;1.7;0.0;0.0000016;n/a;n/a;n/a;27;72;1.5;1296262.625000;0;0.0;0.0;0.0;26;210;520181.812500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;14;18;56;50;98;66;42;44;58;92
48374;0;368500;1;1.3;0.0;0.0000056;n/a;n/a;n/a;27;79;1.6;4600188.500000;0;0.0;0.0;0.0;27;0.0;884525.250000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;17;18;62;56;100;78;68;68;70;48
48875;0;368500;1;1.1;0.0;0.0000021;n/a;n/a;n/a;28;69;1.6;6303414.500000;0;0.0;0.0;0.0;26;3079.000000;642954.687500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;18;18;78;98;98;64;74;40;64;88
49376;0;368500;1;0.19;0.0;0.0000030;n/a;n/a;n/a;28;69;1.9;25586054.000000;0;0.0;0.0;0.0;26;325;1292791.500000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;31;18;48;78;100;76;76;92;78;82
49873;0;368500;1;0.79;0.0;0.000011;n/a;n/a;n/a;28;59;1.8;25061054.000000;0;0.0;0.0;0.0;26;65;404791.218750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;31;18;62;74;98;74;82;88;88;70
50370;0;368500;1;0.73;0.0;-0.0000087;n/a;n/a;n/a;28;59;1.8;25819250.000000;0;0.0;0.0;0.0;26;273;372400.000000;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;27;18;64;100;100;60;82;56;78;44
50869;0;368500;1;0.0;0.0;0.0;n/a;n/a;n/a;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;273;0.0;0.0;0.0;0.0;0.0;0.0;5.4;875088;1678532;32;2.5;18;0.0;100;100;2.0;82;100;16;10
51368;0;368500;1;0.34;0.0;0.0000067;n/a;n/a;n/a;28;72;1.9;7585197.000000;0;0.0;0.0;0.0;27;147;379590.562500;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;10;18;28;38;84;44;70;74;46;40
51867;0;368500;1;2.6;0.0;0.0000032;n/a;n/a;n/a;27;79;1.6;110521.156250;0;0.0;0.0;0.0;27;0.0;186832.968750;0;0.0;0.0;0.0;0.0;5.4;875088;1678532;33;11;18;58;66;62;52;32;96;52;64
