time,cc,earfcn,pci,rsrp,pl,cfo,pci_neigh,rsrp_neigh,cfo_neigh,dl_mcs,dl_snr,dl_turbo,dl_brate,dl_bler,ul_ta,distance_km,speed_kmph,ul_mcs,ul_buff,ul_brate,ul_bler,rf_o,rf_u,rf_l,is_attached,proc_rmem,proc_rmem_kB,proc_vmem_kB,sys_mem,sys_load,thread_count,cpu_0,cpu_1,cpu_2,cpu_3
432926,0,368500,1,0.91,0,-0.0000061,n/a,n/a,n/a,27,69,1.6,4170133.25,0,0,0,0,27,280,1365546.625,0,0,0,0,0,11,875112,1677556,67,18,18,98,100,95,95
433905,0,368500,1,0.48,0,0.00000049,n/a,n/a,n/a,28,69,1.8,21558274,0,0,0,0,27,168,1335654.625,0,0,0,0,0,11,875112,1677556,67,27,18,93,100,96,97
434903,0,368500,1,0.23,0,0.000011,n/a,n/a,n/a,28,69,1.8,25246906,0,0,0,0,27,367,1114762.625,0,0,0,0,0,11,875112,1677556,67,29,18,94,100,95,96
435903,0,368500,1,0.09,0,0.000019,n/a,n/a,n/a,28,71,1.9,25701090,0,0,0,0,27,178,816447.5625,0,0,0,0,0,11,875112,1677556,67,31,18,100,100,96,97
436898,0,368500,1,0.59,0,0.000021,n/a,n/a,n/a,28,69,1.8,25325904,0,0,0,0,27,347,903315.5,0,0,0,0,0,11,875112,1677556,67,37,18,99,100,99,97
437898,0,368500,1,0.15,0,0.00001,n/a,n/a,n/a,28,69,1.9,25671602,0,0,0,0,27,2538,1273639.75,0,0,0,0,0,11,875112,1677556,67,33,18,100,100,97,99
438888,0,368500,1,0.17,0,0.000012,n/a,n/a,n/a,28,69,1.9,25447140,0,0,0,0,28,432,1454214.875,0,0,0,0,0,11,875112,1677556,67,27,18,98,100,98,96
439867,0,368500,1,0.21,0,0.0000077,n/a,n/a,n/a,28,69,1.9,25496052,0,0,0,0,27,655,987761.5625,0,0,0,0,0,11,875112,1677556,67,32,18,99,100,98,98
440856,0,368500,1,0.38,0,0.0000027,n/a,n/a,n/a,28,71,1.8,25499826,0,0,0,0,27,1073,1687055.875,0,0,0,0,0,11,875112,1677556,67,33,18,100,97,96,97
441860,0,368500,1,0.52,0,0.000012,n/a,n/a,n/a,28,69,1.8,25431402,0,0,0,0,27,1188,711310.375,0,0,0,0,0,11,875112,1677556,67,34,18,100,94,98,95
442853,0,368500,1,0.14,0,0.000011,n/a,n/a,n/a,28,69,1.9,25577294,0,0,0,0,27,1171,1132503,0,0,0,0,0,11,875112,1677556,67,35,18,98,99,98,100
443851,0,368500,1,0.59,0,0.0000057,n/a,n/a,n/a,28,72,1.8,25477680,0,0,0,0,27,227,1031337.25,0,0,0,0,0,11,875112,1677556,67,33,18,100,95,97,100
444852,0,368500,1,0.52,0,0.00001,n/a,n/a,n/a,28,69,1.8,25072722,0,0,0,0,26,132,648516.125,0,0,0,0,0,11,875112,1677556,67,31,18,100,94,95,100
445846,0,368500,1,-0.098,0,0.000013,n/a,n/a,n/a,28,69,1.8,25510902,0,0,0,0,26,76,608679.75,0,0,0,0,0,11,875112,1677556,67,32,18,100,99,97,99
446844,0,368500,1,0.25,0,0.0000081,n/a,n/a,n/a,28,69,1.8,25770954,0,0,0,0,27,67,1106727.25,0,0,0,0,0,11,875112,1677556,67,37,18,100,98,100,99
447811,0,368500,1,0.2,0,0.000005,n/a,n/a,n/a,28,69,1.9,25576136,0,0,0,0,26,271,475254.25,0,0,0,0,0,11,875112,1677556,67,35,18,100,98,99,100
448799,0,368500,1,0.5,0,0.0000056,n/a,n/a,n/a,28,69,1.8,25444892,0,0,0,0,25,962,428178.34375,0,0,0,0,0,11,875112,1677556,67,31,18,100,97,100,96
449800,0,368500,1,0.21,0,0.0000082,n/a,n/a,n/a,28,69,1.9,25328316,0,0,0,0,27,224,611263.1875,0,0,0,0,0,11,875112,1677556,67,31,18,100,98,95,96
450798,0,368500,1,0.39,0,0.0000051,n/a,n/a,n/a,28,69,1.8,25621044,0,0,0,0,27,0,918471.3125,0,0,0,0,0,11,875112,1677556,67,33,18,99,97,96,98
451793,0,368500,1,0.4,0,-0.0000063,n/a,n/a,n/a,28,59,1.8,25524832,0,0,0,0,26,1182,485662.34375,0,0,0,0,0,11,875112,1677556,67,31,18,100,95,99,97
452782,0,368500,1,0.5,0,0.0000062,n/a,n/a,n/a,28,69,1.8,25193764,0,0,0,0,26,56,855176.5,0,0,0,0,0,11,875112,1677556,67,28,18,100,96,92,92
453770,0,368500,1,0.15,0,0.0000089,n/a,n/a,n/a,28,69,1.9,25705046,0,0,0,0,26,235,502326.8125,0,0,0,0,0,11,875112,1677556,67,30,18,95,95,96,95
454769,0,368500,1,0.6,0,-0.0000023,n/a,n/a,n/a,28,69,1.8,25423346,0,0,0,0,27,395,599346.9375,0,0,0,0,0,11,875112,1677556,67,30,18,100,94,98,98
455762,0,368500,1,0.21,0,0.0000039,n/a,n/a,n/a,28,69,1.9,25524288,0,0,0,0,26,1081,566849.6875,0,0,0,0,0,11,875112,1677556,67,32,18,100,98,98,95
456750,0,368500,1,0.52,0,-0.0000048,n/a,n/a,n/a,28,69,1.8,25417442,0,0,0,0,26,748,557255.8125,0,0,0,0,0,11,875112,1677556,67,33,18,100,97,100,98
457749,0,368500,1,0.041,0,0.0000027,n/a,n/a,n/a,28,69,1.8,25505556,0,0,0,0,26,214,592577.75,0,0,0,0,0,11,875112,1677556,67,35,18,100,99,98,99
458744,0,368500,1,0.091,0,0.0000087,n/a,n/a,n/a,28,69,1.8,25403114,0,0,0,0,26,248,548583.8125,0,0,0,0,0,11,875112,1677556,67,36,18,100,98,98,99
459743,0,368500,1,0.25,0,-0.000001,n/a,n/a,n/a,28,69,1.9,25517436,0,0,0,0,26,689,580508.3125,0,0,0,0,0,11,875112,1677556,67,36,18,100,97,98,100
460738,0,368500,1,0.34,0,0.000014,n/a,n/a,n/a,28,69,1.8,25482490,0,0,0,0,26,180,657324.5,0,0,0,0,0,11,875112,1677556,67,31,18,100,97,100,97
461735,0,368500,1,0.38,0,0.0000064,n/a,n/a,n/a,28,69,1.8,25613852,0,0,0,0,27,127,710400,0,0,0,0,0,11,875112,1677556,67,36,18,100,97,100,97
462736,0,368500,1,0.66,0,0.0000081,n/a,n/a,n/a,28,69,1.8,25262666,0,0,0,0,27,309,1233757.625,0,0,0,0,0,11,875112,1677556,67,29,18,85,97,92,99
463732,0,368500,1,0.24,0,0.0000053,n/a,n/a,n/a,28,69,1.8,21094710,0,0,0,0,27,67,1046761.3125,0,0,0,0,0,11,875112,1677556,67,28,18,98,94,100,94
464731,0,368500,1,1,0,0.0000051,n/a,n/a,n/a,27,69,1.6,6011830.5,0,0,0,0,26,283,1115932.25,0,0,0,0,0,11,875112,1677556,67,20,18,98,90,100,93
465721,0,368500,1,1.7,0,-0.0000018,n/a,n/a,n/a,28,70,1.8,2210843.5,0,0,0,0,27,0,201428.578125,0,0,0,0,0,11,875112,1677556,67,24,18,97,95,100,100
466655,0,368500,1,3.3,0,-0.00000042,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,99,97,100,100
467574,0,368500,1,2.1,0,-0.0000029,n/a,n/a,n/a,27,61,1.6,823917.5,0,0,0,0,26,63,190795.875,0,0,0,0,0,11,875112,1677556,67,16,18,93,98,100,96
468571,0,368500,1,0.6,0,0.0000042,n/a,n/a,n/a,28,inf,1.8,5281872.5,0,0,0,0,27,0,129668.085938,0,0,0,0,0,11,875112,1677556,67,19,18,98,97,100,100
469569,0,368500,1,2.7,0,-0.0000005,n/a,n/a,n/a,27,inf,1.5,41008,0,0,0,0,27,0,153376,0,0,0,0,0,11,875112,1677556,67,18,18,98,97,100,97
470566,0,368500,1,2.7,0,-0.0000045,n/a,n/a,n/a,27,inf,1.5,80766.28125,0,0,0,0,27,0,226007.65625,0,0,0,0,0,11,875112,1677556,67,16,18,96,93,100,95
471563,0,368500,1,3.1,0,-0.00000037,n/a,n/a,n/a,26,70,1.8,2737.864014,0,0,0,0,28,59,12058.251953,0,0,0,0,0,11,875112,1677556,67,21,18,97,99,100,98
472559,0,368500,1,2.8,0,-0.0000028,n/a,n/a,n/a,27,inf,1.6,428541.78125,0,0,0,0,27,0,158420.75,0,0,0,0,0,11,875112,1677556,67,20,18,94,98,100,98
473556,0,368500,1,2.8,0,-0.000000058,n/a,n/a,n/a,27,69,1.4,26149.466797,0,0,0,0,26,3,257750.890625,0,0,0,0,0,11,875112,1677556,67,16,18,88,98,95,100
474555,0,368500,1,2.9,0,0.0000026,n/a,n/a,n/a,27,79,1.7,6257.713379,0,0,0,0,25,3,43731.398438,0,0,0,0,0,11,875112,1677556,67,16,18,88,92,97,100
475552,0,368500,1,3.1,0,-0.0000032,n/a,n/a,n/a,27,inf,1.4,9756.097656,0,0,0,0,26,231,61795.121094,0,0,0,0,0,11,875112,1677556,67,14,18,85,96,99,100
476548,0,368500,1,2.9,0,0.0000012,n/a,n/a,n/a,27,70,1.6,6821.852539,0,0,0,0,26,0,38270.785156,0,0,0,0,0,11,875112,1677556,67,15,18,95,99,95,100
477545,0,368500,1,3.1,0,-0.0000013,n/a,n/a,n/a,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,14,18,97,99,92,100
478543,0,368500,1,3.3,0,-0.000000085,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,93,98,98,100
479540,0,368500,1,2.1,0,0.0000022,n/a,n/a,n/a,27,60,1.7,1687864.875,0,0,0,0,28,566,369756.75,0,0,0,0,0,11,875112,1677556,67,16,18,93,98,91,100
480537,0,368500,1,1.1,0,0.000013,n/a,n/a,n/a,28,inf,1.7,3908253.5,0,0,0,0,27,0,344225.34375,0,0,0,0,0,11,875112,1677556,67,19,18,92,97,97,100
481533,0,368500,1,2.6,0,0.0000057,n/a,n/a,n/a,27,79,1.3,24000,0,0,0,0,27,0,153128.203125,0,0,0,0,0,11,875112,1677556,67,15,18,95,92,94,100
482530,0,368500,1,3.2,0,-0.00000072,n/a,n/a,n/a,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,14,18,93,97,90,100
483528,0,368500,1,3.3,0,0.0000069,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,96,96,99,100
484526,0,368500,1,3.2,0,0.0000007,n/a,n/a,n/a,26,inf,2,1221.238892,0,0,0,0,26,95,12991.150391,0,0,0,0,0,11,875112,1677556,67,18,18,95,100,97,100
485523,0,368500,1,2.3,0,-0.0000033,n/a,n/a,n/a,27,72,1.5,525687.1875,0,0,0,0,27,3,514502.375,0,0,0,0,0,11,875112,1677556,67,15,18,92,92,98,100
486521,0,368500,1,2.8,0,0.0000021,n/a,n/a,n/a,27,79,1.5,11464.052734,0,0,0,0,27,0,89581.703125,0,0,0,0,0,11,875112,1677556,67,16,18,88,98,96,100
487518,0,368500,1,3.5,0,-0.0000023,n/a,n/a,n/a,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,94,100,98,100
488516,0,368500,1,3.3,0,-0.00000053,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,95,98,97,100
489514,0,368500,1,3.2,0,-0.0000065,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,95,0,0,0,0,0,0,11,875112,1677556,67,16,18,96,99,98,100
490509,0,368500,1,1.5,0,-0.0000011,n/a,n/a,n/a,28,69,1.8,3108143.25,0,0,0,0,27,66,664182.4375,0,0,0,0,0,11,875112,1677556,67,19,18,92,100,98,100
491506,0,368500,1,1.2,0,0.0000045,n/a,n/a,n/a,28,inf,1.6,2894589.75,0,0,0,0,25,0,54358.972656,0,0,0,0,0,11,875112,1677556,67,17,18,90,100,97,100
492504,0,368500,1,2.9,0,-0.0000024,n/a,n/a,n/a,26,79,1.4,7448.888672,0,0,0,0,26,0,28053.333984,0,0,0,0,0,11,875112,1677556,67,16,18,96,100,91,100
493502,0,368500,1,2.2,0,-0.0000074,n/a,n/a,n/a,27,69,1.3,530871.1875,0,0,0,0,27,65,361227,0,0,0,0,0,11,875112,1677556,67,13,18,86,94,91,94
494501,0,368500,1,3.1,0,-0.0000021,n/a,n/a,n/a,27,73,1.4,6575.163574,0,0,0,0,25,0,38313.726562,0,0,0,0,0,11,875112,1677556,67,17,18,95,98,100,100
495498,0,368500,1,3.1,0,-0.00000081,n/a,n/a,n/a,26,70,1.6,3392.097168,0,0,0,0,25,0,34772.035156,0,0,0,0,0,11,875112,1677556,67,17,18,89,99,96,94
496495,0,368500,1,3.2,0,-0.0000035,n/a,n/a,n/a,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,93,99,96,95
497493,0,368500,1,3.4,0,0.0000016,n/a,n/a,n/a,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,98,100,95,96
498489,0,368500,1,3.2,0,0.0000046,n/a,n/a,n/a,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,97,97
499487,0,368500,1,2.9,0,0.0000021,n/a,n/a,n/a,27,82,1.4,9158.621094,0,0,0,0,27,0,257747.125,0,0,0,0,0,11,875112,1677556,67,16,18,94,100,96,98
500481,0,368500,1,1.4,0,-0.000002,n/a,n/a,n/a,27,79,1.7,4053446.75,0,0,0,0,26,0,210269.5,0,0,0,0,0,11,875112,1677556,67,24,18,93,100,97,90
501476,0,368500,1,3.2,0,0.000001,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,98,100,90,97
502472,0,368500,1,3.2,0,-0.0000017,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,100,100,97,96
503474,0,368500,1,3,0,0.00000013,n/a,n/a,n/a,27,69,1.5,288749.3125,0,0,0,0,28,139,114743.804688,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,98,97
504466,0,368500,1,1.8,0,-0.0000034,n/a,n/a,n/a,27,inf,1.5,738024.6875,0,0,0,0,27,0,52617.285156,0,0,0,0,0,11,875112,1677556,67,15,18,87,100,100,98
505416,0,368500,1,2.7,0,-0.00000034,n/a,n/a,n/a,27,82,1.4,21196.720703,0,0,0,0,26,0,236131.140625,0,0,0,0,0,11,875112,1677556,67,17,18,93,100,93,97
506410,0,368500,1,3,0,-0.0000014,n/a,n/a,n/a,27,70,1.6,11143.279297,0,0,0,0,25,0,37695.714844,0,0,0,0,0,11,875112,1677556,67,17,18,100,100,89,96
507319,0,368500,1,3.2,0,-0.0000042,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,100,92,92,96
508266,0,368500,1,3.4,0,0.00000077,n/a,n/a,n/a,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,100,97,94,97
509262,0,368500,1,3.3,0,-0.0000018,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,97,96
510259,0,368500,1,3.1,0,-0.0000022,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,98,100,98,96
511256,0,368500,1,2.5,0,0.0000031,n/a,n/a,n/a,27,69,1.7,1525339.5,0,0,0,0,27,339,202000,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,94,96
512241,0,368500,1,1.1,0,-0.0000065,n/a,n/a,n/a,28,inf,1.8,8582218,0,0,0,0,26,3,557687.1875,0,0,0,0,0,11,875112,1677556,67,21,18,92,96,93,93
513239,0,368500,1,3.1,0,0.00000088,n/a,n/a,n/a,27,inf,1,2537.444824,0,0,0,0,26,0,18502.203125,0,0,0,0,0,11,875112,1677556,67,17,18,94,100,99,97
514236,0,368500,1,3.2,0,-0.0000029,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,100,100,99,97
515233,0,368500,1,2.8,0,0.00000042,n/a,n/a,n/a,27,inf,1.6,22949.914062,0,0,0,0,26,0,276352.34375,0,0,0,0,0,11,875112,1677556,67,17,18,96,97,93,92
516230,0,368500,1,3.1,0,0.000003,n/a,n/a,n/a,26,72,1.7,1390.875488,0,0,0,0,26,0,14480.887695,0,0,0,0,0,11,875112,1677556,67,18,18,100,96,95,99
517227,0,368500,1,3.1,0,0.0000058,n/a,n/a,n/a,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,100,96,92,98
518227,0,368500,1,3.5,0,0.0000022,n/a,n/a,n/a,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,11,18,87,91,94,91
519223,0,368500,1,3.5,0,0.0000023,n/a,n/a,n/a,26,inf,1.8,2846.938721,0,0,0,0,28,961,101795.921875,0,0,0,0,0,11,875112,1677556,67,19,18,100,97,97,95
520216,0,368500,1,1.4,0,-0.0000039,n/a,n/a,n/a,27,69,1.6,3845640.5,0,0,0,0,26,0,280339.40625,0,0,0,0,0,11,875112,1677556,67,26,18,100,99,97,96
521212,0,368500,1,3.2,0,0.0000052,n/a,n/a,n/a,0,79,0,0,0,0,0,0,26,0,6235.162598,0,0,0,0,0,11,875112,1677556,67,20,18,100,100,97,98
522208,0,368500,1,3.2,0,-0.0000031,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,94,100,92,95
523205,0,368500,1,2.1,0,-0.0000027,n/a,n/a,n/a,27,70,1.6,1431446.75,0,0,0,0,26,0,177390.078125,0,0,0,0,0,11,875112,1677556,67,20,18,85,99,93,97
524181,0,368500,1,3.4,0,-0.0000037,n/a,n/a,n/a,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,95,99,100,97
525165,0,368500,1,3.5,0,-0.00000053,n/a,n/a,n/a,26,72,1,1242.290771,0,0,0,0,26,0,12933.920898,0,0,0,0,0,11,875112,1677556,67,21,18,96,100,99,98
526123,0,368500,1,3.2,0,-0.0000034,n/a,n/a,n/a,26,inf,1.8,2738.650391,0,0,0,0,25,0,28073.619141,0,0,0,0,0,11,875112,1677556,67,19,18,97,100,99,95
527073,0,368500,1,3.2,0,0.000002,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,95,94
528024,0,368500,1,3.2,0,-0.0000027,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,100,100,97,98
529012,0,368500,1,3.1,0,-0.00000052,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,100,100,97,97
530006,0,368500,1,3.4,0,0.0000054,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,100,100,97,95
531003,0,368500,1,2.8,0,0.0000014,n/a,n/a,n/a,27,69,1.7,631740.5,0,0,0,0,28,400,80778.5625,0,0,0,0,0,11,875112,1677556,67,19,18,100,98,97,95
532002,0,368500,1,2,0,0.000003,n/a,n/a,n/a,28,72,1.8,2425513.5,0,0,0,0,26,0,191270.265625,0,0,0,0,0,11,875112,1677556,67,24,18,100,98,95,96
532967,0,368500,1,2.6,0,0.00000029,n/a,n/a,n/a,27,82,1.7,861519.625,0,0,0,0,27,0,49117.902344,0,0,0,0,0,11,875112,1677556,67,17,18,100,97,96,94
533964,0,368500,1,3.2,0,-0.0000021,n/a,n/a,n/a,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,99,97,99,96
534961,0,368500,1,3.2,0,0.00000081,n/a,n/a,n/a,27,79,1.5,17246.935547,0,0,0,0,27,0,186437.828125,0,0,0,0,0,11,875112,1677556,67,16,18,95,93,100,92
535960,0,368500,1,3.2,0,-0.0000019,n/a,n/a,n/a,26,inf,1.4,3000,0,0,0,0,25,0,25446.808594,0,0,0,0,0,11,875112,1677556,67,18,18,92,100,97,98
536956,0,368500,1,3.1,0,-0.00000071,n/a,n/a,n/a,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,99,99,95,94
537955,0,368500,1,3.2,0,-0.0000042,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,96,98,97,93
538953,0,368500,1,3.3,0,-0.000000047,n/a,n/a,n/a,26,69,1,653,0,0,0,0,28,0,31820.119141,0,0,0,0,0,11,875112,1677556,67,20,18,99,100,100,99
539936,0,368500,1,1.5,0,-0.0000036,n/a,n/a,n/a,27,67,1.7,3538262.75,0,0,0,0,27,0,287321.21875,0,0,0,0,0,11,875112,1677556,67,26,18,95,96,100,97
540864,0,368500,1,3.2,0,0.0000012,n/a,n/a,n/a,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,96,99,100,99
541856,0,368500,1,3,0,-0.0000027,n/a,n/a,n/a,27,70,1.5,12821.114258,0,0,0,0,27,0,127002.929688,0,0,0,0,0,11,875112,1677556,67,18,18,95,98,97,99
542851,0,368500,1,3.3,0,-0.0000025,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,18,18,96,100,99,98
543847,0,368500,1,2.9,0,0.0000012,n/a,n/a,n/a,26,79,1.5,7215.352051,0,0,0,0,26,0,28400.853516,0,0,0,0,0,11,875112,1677556,67,17,18,93,99,100,92
544792,0,368500,1,2.1,0,-0.000002,n/a,n/a,n/a,27,79,1.5,1071200,0,0,0,0,27,0,575411.75,0,0,0,0,0,11,875112,1677556,67,16,18,92,93,100,98
545790,0,368500,1,2.7,0,0.000003,n/a,n/a,n/a,27,79,1.4,18398.783203,0,0,0,0,26,0,111671.234375,0,0,0,0,0,11,875112,1677556,67,18,18,92,99,100,96
546763,0,368500,1,3.3,0,0.0000002,n/a,n/a,n/a,26,inf,1.7,2186.046631,0,0,0,0,26,0,11968.992188,0,0,0,0,0,11,875112,1677556,67,16,18,96,96,99,95
547755,0,368500,1,3,0,0.0000069,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,16,18,99,92,100,94
548751,0,368500,1,3.5,0,0.0000017,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,100,97,100,93
549745,0,368500,1,2.8,0,-0.0000028,n/a,n/a,n/a,27,69,1.7,468156.34375,0,0,0,0,27,132,175348.53125,0,0,0,0,0,11,875112,1677556,67,18,18,98,98,100,94
550743,0,368500,1,1.3,0,0.0000068,n/a,n/a,n/a,28,72,1.8,5777435,0,0,0,0,25,0,90229.007812,0,0,0,0,0,11,875112,1677556,67,21,18,97,97,100,95
551740,0,368500,1,2.6,0,-0.0000014,n/a,n/a,n/a,27,inf,1.4,49872.910156,0,0,0,0,27,0,438314.375,0,0,0,0,0,11,875112,1677556,67,14,18,96,92,100,93
552725,0,368500,1,3.1,0,-0.0000043,n/a,n/a,n/a,26,72,1.5,4275.60498,0,0,0,0,26,0,22122.904297,0,0,0,0,0,11,875112,1677556,67,16,18,89,95,100,94
553722,0,368500,1,3.2,0,-0.00000035,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,96,99,100,96
554719,0,368500,1,3.1,0,-0.0000031,n/a,n/a,n/a,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,98,98,100,97
555721,0,368500,1,2.3,0,-0.0000038,n/a,n/a,n/a,27,69,1.8,1702087,0,0,0,0,26,196,215147.828125,0,0,0,0,0,11,875112,1677556,67,19,18,91,95,100,94
556714,0,368500,1,1.5,0,0.0000061,n/a,n/a,n/a,28,70,1.8,3566454.5,0,0,0,0,26,0,119454.546875,0,0,0,0,0,11,875112,1677556,67,18,18,97,95,100,90
557712,0,368500,1,3.6,0,0.00000049,n/a,n/a,n/a,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,20,18,96,98,100,96
558708,0,368500,1,3.2,0,-0.0000036,n/a,n/a,n/a,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,19,18,97,98,100,96
559704,0,368500,1,2.6,0,0.0000016,n/a,n/a,n/a,28,69,1.5,855037.0625,0,0,0,0,26,0,229777.78125,0,0,0,0,0,11,875112,1677556,67,19,18,95,95,100,99
560645,0,368500,1,3.1,0,0.000000046,n/a,n/a,n/a,27,inf,1,885,0,0,0,0,28,0,6685.099609,0,0,0,0,0,11,875112,1677556,67,18,18,94,91,100,99
561595,0,368500,1,3.6,0,0.0000013,n/a,n/a,n/a,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,17,18,96,100,100,98
562555,0,368500,1,2.7,0,-0.0000039,n/a,n/a,n/a,27,79,1.5,16781.705078,0,0,0,0,28,3,397422.03125,0,0,0,0,0,11,875112,1677556,67,17,18,94,92,98,93
563512,0,368500,1,1,0,-0.0000013,n/a,n/a,n/a,28,69,1.8,10694566,0,0,0,0,26,132,295741.9375,0,0,0,0,0,11,875112,1677556,67,28,18,90,98,99,95
564508,0,368500,1,2.7,0,0.0000021,n/a,n/a,n/a,27,inf,1.5,71218.9375,0,0,0,0,26,0,181834.3125,0,0,0,0,0,11,875112,1677556,67,18,18,93,96,100,92
565506,0,368500,1,1.8,0,0.0000033,n/a,n/a,n/a,28,inf,1.8,3417194.5,0,0,0,0,27,3129,263312.21875,0,0,0,0,0,11,875112,1677556,67,22,18,97,97,100,96
566490,0,368500,1,0.94,0,0.000006,n/a,n/a,n/a,28,inf,1.7,9852764,0,0,0,0,26,0,636618.1875,0,0,0,0,0,11,875112,1677556,67,23,18,95,91,100,89
567432,0,368500,1,1.2,0,0.0000072,n/a,n/a,n/a,28,72,1.8,7799491.5,0,0,0,0,26,134,420135.59375,0,0,0,0,0,11,875112,1677556,67,22,18,96,96,100,95
568419,0,368500,1,1.5,0,0.000011,n/a,n/a,n/a,28,inf,1.8,2554093,0,0,0,0,25,2778,40209.300781,0,0,0,0,0,11,875112,1677556,67,19,18,96,99,100,94
569378,0,368500,1,1.1,0,-0.0000013,n/a,n/a,n/a,28,79,1.8,7077097,0,0,0,0,27,0,474483.875,0,0,0,0,0,11,875112,1677556,67,22,18,96,96,97,100
570373,0,368500,1,2.6,0,0.0000048,n/a,n/a,n/a,27,78,1.6,446600.53125,0,0,0,0,28,0,424125.3125,0,0,0,0,0,11,875112,1677556,67,14,18,85,96,97,100
571367,0,368500,1,0.68,0,0.000014,n/a,n/a,n/a,28,82,1.8,17670528,0,0,0,0,26,66,456000,0,0,0,0,0,11,875112,1677556,67,27,18,95,97,100,100
572365,0,368500,1,2.7,0,-0.0000014,n/a,n/a,n/a,27,inf,1.5,61538.460938,0,0,0,0,27,0,304779.5,0,0,0,0,0,11,875112,1677556,67,14,18,91,97,97,94
573363,0,368500,1,3.1,0,0.0000023,n/a,n/a,n/a,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,875112,1677556,67,15,18,91,96,98,98
